# ----------------------------------------
# Toate datele site-ului
# Pages
# 20140311-20140410
# ----------------------------------------

Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/doku.php?id=hell_will_it_be_forever,11,10,00:00:44,2,50.00%,18.18%,$0.00
/doku.php?id=hengistbury_head_walk,11,8,00:01:39,4,75.00%,45.45%,$0.00
/doku.php?id=historical_tour_of_turkey_part_2,11,10,00:00:03,1,100.00%,27.27%,$0.00
/doku.php?id=historical_tour_of_turkey_part_3,11,10,00:00:04,1,100.00%,18.18%,$0.00
/doku.php?id=hobonickels,11,8,00:00:57,6,83.33%,45.45%,$0.00
/doku.php?id=how_to_buy_semi_truck_tires_online,11,9,00:12:23,9,77.78%,81.82%,$0.00
/doku.php?id=how_to_do_push_ups_more_effectively,11,8,00:00:05,0,0.00%,18.18%,$0.00
/doku.php?id=how_to_start_and_profit_from_a_blog,11,5,00:00:57,0,0.00%,18.18%,$0.00
/doku.php?id=internet_radio_station,11,11,00:01:11,8,100.00%,81.82%,$0.00
/doku.php?id=is_art_more_important_than_life,11,3,00:00:24,0,0.00%,9.09%,$0.00
/doku.php?id=mariadb,11,9,00:01:09,6,83.33%,63.64%,$0.00
/doku.php?id=minepeon,11,8,00:00:19,4,100.00%,36.36%,$0.00
/doku.php?id=natural_weight_loss_benefits,11,10,00:02:00,7,85.71%,54.55%,$0.00
/doku.php?id=outdoor_camping_essentials,11,4,00:00:11,2,100.00%,18.18%,$0.00
/doku.php?id=pick_up_your_shovels_and_lets_dig_to_the_promised_land,11,10,00:00:45,9,88.89%,81.82%,$0.00
/doku.php?id=pigs_spotted_flying_as_rachel_maddow_questions_aspects_of_boston_bombing,11,8,00:00:49,5,40.00%,45.45%,$0.00
/doku.php?id=political_parties_in_britain,11,11,00:00:00,11,100.00%,100.00%,$0.00
/doku.php?id=pressure,11,9,00:00:08,0,0.00%,18.18%,$0.00
/doku.php?id=psychology_project_on_computer_usage,11,6,00:00:08,0,0.00%,0.00%,$0.00
/doku.php?id=reducing_the_risks_of_arthritis_treatment,11,8,00:00:41,0,0.00%,18.18%,$0.00
/doku.php?id=reno_court_of_inquiry_preface,11,8,00:00:36,0,0.00%,45.45%,$0.00
/doku.php?id=talk:sha256_altcoin_cloning_guide,11,7,00:00:07,1,0.00%,0.00%,$0.00
/doku.php?id=talk:wiki:user:virtualworksmedia,11,11,00:02:38,0,0.00%,36.36%,$0.00
/doku.php?id=team_fortress_2_-_the_phlogistinator,11,8,00:00:14,0,0.00%,18.18%,$0.00
/doku.php?id=the_atonement_historically_and_in_johns_writings,11,10,00:00:30,2,100.00%,54.55%,$0.00
/doku.php?id=the_blood_type_diet_dont_be_stupid,11,7,00:00:36,0,0.00%,18.18%,$0.00
/doku.php?id=the_curse_of_f2p_games,11,10,00:00:09,2,0.00%,0.00%,$0.00
/doku.php?id=the_history_of_film,11,10,00:00:16,9,88.89%,81.82%,$0.00
/doku.php?id=the_life_of_christ,11,9,00:00:04,1,100.00%,72.73%,$0.00
/doku.php?id=the_modern_frankenstein,11,6,00:01:24,1,0.00%,9.09%,$0.00
/doku.php?id=the_role_of_education_according_to_plato,11,10,00:01:22,9,88.89%,81.82%,$0.00
/doku.php?id=the_story_of_my_death_and_beyond,11,4,00:00:42,0,0.00%,0.00%,$0.00
/doku.php?id=too_much_milk,11,9,00:00:15,0,0.00%,27.27%,$0.00
/doku.php?id=types_of_sorting,11,5,00:00:26,1,100.00%,18.18%,$0.00
/doku.php?id=uranus_the_great_awakener,11,10,00:04:26,7,100.00%,63.64%,$0.00
/doku.php?id=vertcoin,11,10,00:00:18,7,100.00%,63.64%,$0.00
/doku.php?id=video_card_scarcity,11,8,00:00:16,2,50.00%,18.18%,$0.00
/doku.php?id=vine_and_its_influence_on_social_media,11,9,00:04:42,8,75.00%,63.64%,$0.00
/doku.php?id=water_pollution,11,9,00:00:13,0,0.00%,9.09%,$0.00
/doku.php?id=when_your_church_lets_you_down,11,9,00:00:23,0,0.00%,0.00%,$0.00
/doku.php?id=why_is_it_hard_to_buy_bitcoin_with_paypal,11,8,00:00:44,0,0.00%,9.09%,$0.00
/doku.php?id=wiki:user:alpha511&do=revisions,11,7,00:05:17,6,66.67%,54.55%,$0.00
/doku.php?id=wiki:user:dglenn&do=edit&rev=0,11,2,00:00:41,0,0.00%,0.00%,$0.00
/doku.php?id=wiki:user:india666,11,8,00:00:49,3,100.00%,45.45%,$0.00
/doku.php?id=wiki:user:jonnylitecoin,11,6,00:00:13,0,0.00%,27.27%,$0.00
/doku.php?id=wiki:user:me123meme,11,2,00:00:08,0,0.00%,0.00%,$0.00
/doku.php?id=wiki:user:not_my_friend_--_a_poem,11,2,00:00:46,0,0.00%,0.00%,$0.00
/doku.php?id=wiki:user:raptorak&do=revisions,11,5,00:00:15,0,0.00%,9.09%,$0.00
/doku.php?id=wiki:user:virtualworksmedia&do=login,11,10,00:00:11,0,0.00%,0.00%,$0.00
/doku.php?id=writing_is_writing_right,11,4,00:00:04,1,100.00%,9.09%,$0.00
/doku.php?id=zachman_framework_implementation,11,9,00:04:08,9,77.78%,81.82%,$0.00
/web/20140202093724/http://devtome.com/doku.php?id=scrypt_altcoin_cloning_guide,11,7,00:08:03,7,57.14%,63.64%,$0.00
/doku.php?id=5_tips_to_get_a_job_on_craigslist&do=edit&rev=0,10,1,00:01:10,0,0.00%,0.00%,$0.00
/doku.php?id=9_tips_to_identify_fake_job_listings_on_craigslist&do=edit&rev=0,10,1,00:01:00,0,0.00%,0.00%,$0.00
/doku.php?id=a_simple_but_effective_kettlebell_workout&do=edit&rev=0,10,1,00:02:54,0,0.00%,0.00%,$0.00
/doku.php?id=abiogenic_theory_of_petroleum,10,10,00:00:22,9,100.00%,90.00%,$0.00
/doku.php?id=acupuncture,10,5,00:00:06,4,50.00%,40.00%,$0.00
/doku.php?id=affect_of_different_solidity_solutions_on_hermatocrit_percent_of_red_blood_cells,10,10,00:00:00,10,100.00%,100.00%,$0.00
/doku.php?id=alcohol_consumption_affects_dna,10,8,00:02:35,0,0.00%,10.00%,$0.00
/doku.php?id=alistar_jungle_guide,10,8,00:00:17,8,75.00%,80.00%,$0.00
/doku.php?id=all_about_bitcoin_part_1&do=edit&rev=0,10,1,00:01:02,0,0.00%,0.00%,$0.00
/doku.php?id=all_about_bitcoin_part_3&do=edit&rev=0,10,1,00:02:35,0,0.00%,0.00%,$0.00
/doku.php?id=an_open_letter_to_rosie_batty&do=edit&rev=0,10,1,00:00:49,0,0.00%,0.00%,$0.00
/doku.php?id=animal_dreams_releasing_the_past,10,2,00:00:11,2,0.00%,20.00%,$0.00
/doku.php?id=anoncoin,10,10,00:00:21,6,100.00%,70.00%,$0.00
/doku.php?id=antioxidants,10,6,00:03:52,4,25.00%,20.00%,$0.00
/doku.php?id=are_you_flabby_on_the_inside,10,7,00:01:05,0,0.00%,20.00%,$0.00
/doku.php?id=auroracoin,10,8,00:00:09,4,75.00%,50.00%,$0.00
/doku.php?id=avocado_french_fries&do=edit&rev=1395888483,10,1,00:00:36,0,0.00%,0.00%,$0.00
/doku.php?id=backsplashes_for_kitchens,10,3,00:00:18,0,0.00%,0.00%,$0.00
/doku.php?id=bingo_algorithm&do=edit&rev=0,10,1,00:00:55,0,0.00%,0.00%,$0.00
/doku.php?id=bitcoinera,10,9,00:08:45,9,88.89%,90.00%,$0.00
/doku.php?id=blessed_are_those_who_mourn,10,6,00:00:11,1,0.00%,20.00%,$0.00
/doku.php?id=blockchain_based_cryptocurrencies,10,10,00:00:00,9,100.00%,100.00%,$0.00
/doku.php?id=book_review_handbook_beale&do=edit&rev=1388863441,10,1,00:00:26,0,0.00%,0.00%,$0.00
/doku.php?id=butterflylabs_shipping_asic_history,10,7,00:02:24,4,50.00%,50.00%,$0.00
/doku.php?id=cambodia,10,9,00:01:49,6,100.00%,70.00%,$0.00
/doku.php?id=catch_22_analysis,10,10,00:00:00,9,100.00%,100.00%,$0.00
/doku.php?id=category:arts,10,8,00:00:36,0,0.00%,10.00%,$0.00
/doku.php?id=category:astronomy,10,7,00:00:07,0,0.00%,20.00%,$0.00
/doku.php?id=category:economics,10,7,00:02:52,0,0.00%,20.00%,$0.00
/doku.php?id=category:game_reviews,10,6,00:00:06,0,0.00%,0.00%,$0.00
/doku.php?id=category:issues,10,6,00:00:13,0,0.00%,10.00%,$0.00
/doku.php?id=category:law,10,4,00:00:23,0,0.00%,10.00%,$0.00
/doku.php?id=category:philosophy,10,7,00:00:15,0,0.00%,30.00%,$0.00
/doku.php?id=category:quotations,10,8,00:00:14,2,0.00%,20.00%,$0.00
/doku.php?id=category:science_in_society,10,6,00:00:06,0,0.00%,10.00%,$0.00
/doku.php?id=category:united_kingdom,10,6,00:02:00,0,0.00%,10.00%,$0.00
/doku.php?id=ceiling_fan_project_interrupted&do=edit&rev=1395750235,10,2,00:01:45,0,0.00%,0.00%,$0.00
/doku.php?id=ceiling-fan-project-interrupted&do=edit&rev=1395659906,10,1,00:02:50,1,0.00%,0.00%,$0.00
/doku.php?id=compare_contrast_christianity_vs_buddhism,10,9,00:01:07,5,80.00%,80.00%,$0.00
/doku.php?id=cryptocurrency_design_decisions,10,9,00:06:49,5,80.00%,60.00%,$0.00
/doku.php?id=cryptographic_currency_will_change_the_world,10,6,00:00:24,0,0.00%,10.00%,$0.00
/doku.php?id=defense_of_the_tennessee_valley_authority,10,10,00:00:08,6,100.00%,80.00%,$0.00
/doku.php?id=developing_kids_brain,10,5,00:00:15,0,0.00%,0.00%,$0.00
/doku.php?id=devtome_editors,10,7,00:03:24,0,0.00%,20.00%,$0.00
/doku.php?id=devtome_writers&do=revisions,10,2,00:00:16,0,0.00%,0.00%,$0.00
/doku.php?id=different_head_aches,10,7,00:00:26,3,100.00%,30.00%,$0.00
/doku.php?id=digitalis_data_services,10,7,00:00:11,1,0.00%,20.00%,$0.00
/doku.php?id=dragons_tale,10,10,00:01:22,8,100.00%,80.00%,$0.00
/doku.php?id=fast_free_clickbank_profits,10,8,00:00:03,7,85.71%,70.00%,$0.00
/doku.php?id=fdgdfg,10,2,00:13:15,0,0.00%,20.00%,$0.00
/doku.php?id=final_fantasy_xiv_a_realm_reborn,10,8,00:06:23,4,75.00%,60.00%,$0.00
/doku.php?id=final_fantasy_xiv_races_miqote,10,9,00:01:31,7,85.71%,60.00%,$0.00
/doku.php?id=frisky_dingo,10,9,00:00:33,5,20.00%,10.00%,$0.00
/doku.php?id=ghfhfgh&do=edit&rev=0,10,2,00:00:09,1,0.00%,0.00%,$0.00
/doku.php?id=gold,10,8,00:02:24,4,75.00%,40.00%,$0.00
/doku.php?id=guns_germs_and_steel,10,7,00:01:13,0,0.00%,20.00%,$0.00
/doku.php?id=hahaha,10,5,00:05:56,0,0.00%,20.00%,$0.00
/doku.php?id=harmony_in_junction_city_1&do=edit&rev=0,10,1,00:01:29,0,0.00%,0.00%,$0.00
/doku.php?id=hiding_in_happiness,10,5,00:00:12,0,0.00%,0.00%,$0.00
/doku.php?id=hill_reaction,10,6,00:01:24,5,80.00%,50.00%,$0.00
/doku.php?id=history_of_the_healthy_food_pyramid&do=draft&rev=0,10,2,00:03:51,0,0.00%,0.00%,$0.00
/doku.php?id=history_of_the_healthy_food_pyramid&do=draft&rev=1396712821,10,3,00:07:06,1,100.00%,30.00%,$0.00
/doku.php?id=how_devtome_shares_payouts_work_hayek.0,10,8,00:00:14,0,0.00%,10.00%,$0.00
/doku.php?id=how_to_find_healing_after_incest,10,8,00:01:04,1,100.00%,40.00%,$0.00
/doku.php?id=how_to_price_your_consulting_service,10,7,00:00:14,1,0.00%,10.00%,$0.00
/doku.php?id=how_to_produce_an_audio_book,10,8,00:00:08,5,100.00%,50.00%,$0.00
/doku.php?id=how_to_stop_a_toothache_and_naturally_heal_your_teeth,10,10,00:00:01,8,100.00%,90.00%,$0.00
/doku.php?id=industrial_revolutions,10,7,00:00:29,4,75.00%,70.00%,$0.00
/doku.php?id=lg_refrigerator_water_filter,10,9,00:00:12,8,100.00%,80.00%,$0.00
/doku.php?id=lost_crypto_coins_and_deflation,10,9,00:01:43,0,0.00%,0.00%,$0.00
/doku.php?id=lululemon,10,10,00:00:00,10,100.00%,100.00%,$0.00
/doku.php?id=marriage_in_the_image_of_god,10,5,00:00:13,0,0.00%,0.00%,$0.00
/doku.php?id=morning_angler_trading_strategy&do=edit&rev=0,10,2,00:01:12,0,0.00%,0.00%,$0.00
/doku.php?id=my_plan_for_solar_mining,10,7,00:00:20,5,60.00%,50.00%,$0.00
/doku.php?id=myth_of_the_hunter-gatherer,10,9,00:00:26,7,71.43%,60.00%,$0.00
/doku.php?id=nba_tankers,10,4,00:00:28,0,0.00%,0.00%,$0.00
/doku.php?id=neurobiology_of_sleep,10,6,00:04:44,5,60.00%,60.00%,$0.00
/doku.php?id=niche_ideas_adsense_edition:introduction,10,8,00:00:18,0,0.00%,0.00%,$0.00
/doku.php?id=o_henry_research_paper,10,9,00:01:04,9,88.89%,90.00%,$0.00
/doku.php?id=primedice.com_bitcoin_dice_platform_generates_over_15_million_usd_of_turnover_in_first_three_months_of_operation,10,9,00:00:39,9,88.89%,90.00%,$0.00
/doku.php?id=quotes_of_bless_the_beasts_and_the_children,10,10,00:00:00,10,100.00%,100.00%,$0.00
/doku.php?id=rating_hunterbunter_33,10,9,00:00:32,1,100.00%,10.00%,$0.00
/doku.php?id=robots_will_take_your_job,10,6,00:00:11,1,0.00%,30.00%,$0.00
/doku.php?id=satoshi_nakamoto-_the_search,10,8,00:01:46,1,0.00%,20.00%,$0.00
/doku.php?id=saturn_the_brutal_teacher,10,9,00:01:14,9,88.89%,90.00%,$0.00
/doku.php?id=scrypt_altcoin_cloning_guide&do=backlink,10,8,00:00:05,0,0.00%,20.00%,$0.00
/doku.php?id=scrypt_altcoin_cloning_guide&rev=1369439647,10,9,00:00:27,0,0.00%,10.00%,$0.00
/doku.php?id=search_engine_placement&do=edit&rev=1395777665,10,10,00:05:38,9,66.67%,70.00%,$0.00
/doku.php?id=seekingsage,10,2,00:00:07,1,0.00%,0.00%,$0.00
/doku.php?id=sha256_altcoin_cloning_guide&s[]=cloning&s[]=altcoin,10,6,00:00:28,5,60.00%,50.00%,$0.00
/doku.php?id=spelunky_guide_-_the_ice_caves,10,9,00:00:04,8,87.50%,90.00%,$0.00
/doku.php?id=start&do=backlink,10,7,00:00:07,0,0.00%,0.00%,$0.00
/doku.php?id=stonehenge,10,10,00:00:00,10,100.00%,100.00%,$0.00
/doku.php?id=strangeness_on_my_coinbase_account,10,9,00:01:14,6,83.33%,60.00%,$0.00
/doku.php?id=stress_and_brain_development_in_children,10,8,00:00:28,2,100.00%,20.00%,$0.00
/doku.php?id=sugar_and_its_substitutes,10,7,00:00:58,0,0.00%,20.00%,$0.00
/doku.php?id=talk:wiki:user:ann_zi,10,5,00:00:12,1,0.00%,0.00%,$0.00
/doku.php?id=tera_flaws_fixes_and_the_future,10,9,00:00:02,1,0.00%,0.00%,$0.00
/doku.php?id=the_best_junglers_in_league_of_legends,10,8,00:02:43,8,87.50%,80.00%,$0.00
/doku.php?id=the_fall_of_mt_gox_and_its_effect_on_bitcoin,10,9,00:00:21,0,0.00%,0.00%,$0.00
/doku.php?id=the_history_of_money_-_from_cattle_to_bitcoins,10,9,00:00:00,9,88.89%,90.00%,$0.00
/doku.php?id=the_mcxnow_experience,10,9,00:06:37,7,71.43%,70.00%,$0.00
/doku.php?id=the_next_big_thing,10,7,00:08:08,5,60.00%,50.00%,$0.00
/doku.php?id=the_role_of_dance_as_narrative_in_seven_brides_for_seven_brothers,10,7,00:02:29,5,60.00%,50.00%,$0.00
/doku.php?id=the_secret_of_magick_faith_vs_belief,10,6,00:01:01,0,0.00%,10.00%,$0.00
/doku.php?id=the_secret_plan_to_manipulate_and_control_the_world,10,3,00:00:52,0,0.00%,10.00%,$0.00
/doku.php?id=the_story_of_the_hippie_movement,10,8,00:02:40,5,80.00%,70.00%,$0.00
/doku.php?id=thoughts_upon_retiring_to_florida,10,8,00:01:46,1,100.00%,20.00%,$0.00
/doku.php?id=tips_for_learning_a_foreign_language,10,5,00:00:30,0,0.00%,0.00%,$0.00
/doku.php?id=titusville_florida-_a_history&do=edit&rev=0,10,1,00:03:55,0,0.00%,0.00%,$0.00
/doku.php?id=today_i_ve_been_playing..._luftrausers_ps_vita,10,7,00:00:33,3,100.00%,30.00%,$0.00
/doku.php?id=tomato_plant_nutrition,10,2,00:01:12,0,0.00%,0.00%,$0.00
/doku.php?id=toni_morrison_s_beloved_and_reconciliation_to_the_past,10,10,00:00:07,9,100.00%,90.00%,$0.00
/doku.php?id=treatment_for_obesity,10,8,00:00:07,3,33.33%,10.00%,$0.00
/doku.php?id=welcome_to_the_stepfamily,10,4,00:00:19,0,0.00%,10.00%,$0.00
/doku.php?id=why_i_hate_stealth_rogues_in_rift,10,7,00:00:01,1,0.00%,0.00%,$0.00
/doku.php?id=why_i_write_and_the_days_of_future_past&do=edit&rev=1396264754,10,4,00:06:18,2,0.00%,10.00%,$0.00
/doku.php?id=why_team_fortress_2_was_successful,10,7,00:00:11,0,0.00%,10.00%,$0.00
/doku.php?id=wiki:user:flam&do=login,10,9,00:00:16,0,0.00%,0.00%,$0.00
/doku.php?id=wiki:user:kermett,10,4,00:00:05,0,0.00%,30.00%,$0.00
/doku.php?id=wiki:user:mmenninger,10,6,00:01:45,1,0.00%,10.00%,$0.00
/doku.php?id=wiki:user:moviemaven,10,6,00:00:24,1,0.00%,0.00%,$0.00
/doku.php?id=wiki:user:overture,10,4,00:00:07,2,0.00%,0.00%,$0.00
/doku.php?id=wiki:user:stancubog,10,6,00:00:31,2,50.00%,20.00%,$0.00
/doku.php?id=wiki:user:testigodehumanidad,10,8,00:00:17,0,0.00%,30.00%,$0.00
/doku.php?id=wiki:user:thirdrenaissance,10,8,00:00:16,3,33.33%,20.00%,$0.00
/doku.php?id=world_s_first_stolen_bitcoin_tracing_service_and_bitcoin_data_recovery_digital_forensics_company_sytech,10,8,00:00:23,8,87.50%,80.00%,$0.00
/doku.php?do=recent&id=start&show_changes=both&first[200]=less+recent+>>,9,9,00:00:12,0,0.00%,11.11%,$0.00
/doku.php?id=10_practical_ways_to_be_happier,9,3,00:00:18,0,0.00%,22.22%,$0.00
/doku.php?id=12_qualities_of_exceptional_leaders,9,6,00:00:59,0,0.00%,11.11%,$0.00
/doku.php?id=a_field_trip_to_ark_encounter,9,6,00:03:41,5,60.00%,55.56%,$0.00
/doku.php?id=a_football_game_in_memory,9,7,00:01:09,0,0.00%,11.11%,$0.00
/doku.php?id=alevel_computing_privicy,9,9,00:00:00,9,100.00%,100.00%,$0.00
/doku.php?id=an_idea_worth_spreading_amongst_devcoin_supporters&do=revisions,9,1,00:01:52,0,0.00%,0.00%,$0.00
/doku.php?id=analysis_of_mozarts_magic_flute,9,9,00:00:00,9,100.00%,100.00%,$0.00
/doku.php?id=another_thing_i_dont_understand,9,8,00:05:00,6,83.33%,66.67%,$0.00
/doku.php?id=answering_childrens_question_about_death,9,6,00:00:06,1,100.00%,22.22%,$0.00
/doku.php?id=are_online_wallets_safe,9,8,00:01:53,0,0.00%,0.00%,$0.00
/doku.php?id=asthma,9,8,00:03:27,0,0.00%,33.33%,$0.00
/doku.php?id=beach_hut,9,7,00:00:42,1,0.00%,0.00%,$0.00
/doku.php?id=bedwetting_in_children,9,7,00:00:53,1,100.00%,11.11%,$0.00
/doku.php?id=bitcoin_kinetics,9,5,00:02:24,0,0.00%,22.22%,$0.00
/doku.php?id=blessed_snow,9,4,00:00:26,0,0.00%,0.00%,$0.00
/doku.php?id=caps_test,9,2,00:00:05,1,100.00%,22.22%,$0.00
/doku.php?id=category:biology,9,6,00:00:23,1,0.00%,11.11%,$0.00
/doku.php?id=category:companies,9,9,00:00:10,0,0.00%,77.78%,$0.00
/doku.php?id=category:drinks,9,4,00:00:07,0,0.00%,11.11%,$0.00
/doku.php?id=category:earth_sciences,9,7,00:00:13,0,0.00%,22.22%,$0.00
/doku.php?id=category:forex,9,5,00:00:10,0,0.00%,11.11%,$0.00
/doku.php?id=category:how_to&do=revisions,9,1,00:00:33,0,0.00%,0.00%,$0.00
/doku.php?id=category:love,9,3,00:00:10,0,0.00%,0.00%,$0.00
/doku.php?id=category:multiplayer_online_battle_arena,9,7,00:00:31,0,0.00%,11.11%,$0.00
/doku.php?id=category:shopping,9,7,00:00:10,2,100.00%,44.44%,$0.00
/doku.php?id=category:simulation,9,8,00:00:57,1,100.00%,33.33%,$0.00
/doku.php?id=category:systems,9,6,00:00:18,0,0.00%,33.33%,$0.00
/doku.php?id=ceiling_fan_project_interrupted&do=edit&rev=0,9,2,00:06:50,0,0.00%,11.11%,$0.00
/doku.php?id=cheesecake,9,9,00:00:08,7,100.00%,88.89%,$0.00
/doku.php?id=chicken_pox,9,8,00:01:43,1,100.00%,11.11%,$0.00
/doku.php?id=cm_storm_quickfire_stealth_review,9,4,00:00:59,3,33.33%,44.44%,$0.00
/doku.php?id=collecting_sports_cards,9,5,00:01:50,3,100.00%,33.33%,$0.00
/doku.php?id=computing_for_good,9,7,00:04:19,5,100.00%,55.56%,$0.00
/doku.php?id=creamy_chicken_pasta,9,9,00:00:18,3,66.67%,44.44%,$0.00
/doku.php?id=cross-comparison_of_the_netsilik_and_tlingit,9,9,00:00:00,8,100.00%,100.00%,$0.00
/doku.php?id=crossfire_rpg,9,8,00:00:26,3,100.00%,55.56%,$0.00
/doku.php?id=devcoin_bounty_engine&s[=,9,9,00:01:37,9,88.89%,88.89%,$0.00
/doku.php?id=devcoin_prices_ms_excel,9,9,00:00:21,2,100.00%,66.67%,$0.00
/doku.php?id=devtome_advanced_syntax&s[]=syntax,9,9,00:02:58,8,100.00%,88.89%,$0.00
/doku.php?id=devtome_improvement_suggestions&do=edit&rev=1395158185,9,1,00:00:38,0,0.00%,0.00%,$0.00
/doku.php?id=devtome_navigation,9,7,00:01:31,3,33.33%,22.22%,$0.00
/doku.php?id=devtome_writing_finishing_touches,9,7,00:01:05,0,0.00%,22.22%,$0.00
/doku.php?id=earn_devcoins_by_writing&do=edit&rev=1395264610,9,7,00:00:11,1,0.00%,44.44%,$0.00
/doku.php?id=east_meets_west_a_comparative_analysis_of_confucius_and_emily_post,9,9,00:00:00,9,100.00%,100.00%,$0.00
/doku.php?id=easy_vegetarian_recipes_-_black_bean_vegetarian_wraps,9,7,00:07:52,7,71.43%,77.78%,$0.00
/doku.php?id=editing_with_vi&do=edit&rev=1392088253,9,1,00:00:56,0,0.00%,0.00%,$0.00
/doku.php?id=electrical_impedance,9,7,00:00:50,1,100.00%,22.22%,$0.00
/doku.php?id=environmental_studies,9,3,00:00:13,0,0.00%,0.00%,$0.00
/doku.php?id=ezreal_ad_carry_guide,9,8,00:00:24,5,100.00%,66.67%,$0.00
/doku.php?id=fantasy_baseball_project_follow_our_season,9,8,00:00:08,5,100.00%,66.67%,$0.00
/doku.php?id=final_fantasy_xiv_races_lalafell,9,6,00:01:46,5,60.00%,55.56%,$0.00
/doku.php?id=forex_news_trading,9,8,00:17:00,7,85.71%,88.89%,$0.00
/doku.php?id=get_ready_for_surprise_raids_on_your_home_by_swat_style_code_enforcement_officers&do=edit&rev=0,9,1,00:05:21,0,0.00%,0.00%,$0.00
/doku.php?id=girl_bedroom_ideas,9,5,00:00:57,0,0.00%,11.11%,$0.00
/doku.php?id=glass_houses,9,4,00:03:00,0,0.00%,33.33%,$0.00
/doku.php?id=have_fun_with_your_spouse,9,7,00:00:06,0,0.00%,22.22%,$0.00
/doku.php?id=hawaii_s_big_island,9,9,00:00:21,0,0.00%,11.11%,$0.00
/doku.php?id=heartbreaking_impasse_of_a_grey_evening_final_part,9,7,00:00:21,3,33.33%,22.22%,$0.00
/doku.php?id=hecarim_guide_pre_s4,9,9,00:00:17,8,100.00%,88.89%,$0.00
/doku.php?id=history_of_the_healthy_food_pyramid&do=edit&rev=0,9,3,00:03:29,1,0.00%,0.00%,$0.00
/doku.php?id=home_automation&do=edit&rev=1394539647,9,1,00:00:47,0,0.00%,0.00%,$0.00
/doku.php?id=how_to_mine_litecoin_with_cpu_miner,9,9,00:00:10,8,100.00%,88.89%,$0.00
/doku.php?id=ingress_tips,9,3,00:00:46,2,50.00%,11.11%,$0.00
/doku.php?id=introduction_to_chakra,9,2,00:00:22,0,0.00%,0.00%,$0.00
/doku.php?id=is_art_more_important_than_life&do=edit&rev=0,9,1,00:01:33,0,0.00%,0.00%,$0.00
/doku.php?id=jesus_would_vote_yes_on_a_gay_marriage_initiative,9,9,00:01:11,6,83.33%,77.78%,$0.00
/doku.php?id=kiki_s_delivery_service_majo_no_takkyuubin,9,9,00:00:00,9,100.00%,100.00%,$0.00
/doku.php?id=land_use_and_agriculture,9,6,00:00:08,1,100.00%,11.11%,$0.00
/doku.php?id=love_is_the_answer,9,6,00:00:47,0,0.00%,11.11%,$0.00
/doku.php?id=may_i_please_treat_my_own_illness_now&do=edit&rev=0,9,1,00:02:27,0,0.00%,0.00%,$0.00
/doku.php?id=mining_for_non_miners,9,9,00:02:11,5,100.00%,66.67%,$0.00
/doku.php?id=mlb_-_does_paying_for_players_payoff,9,8,00:01:40,8,87.50%,88.89%,$0.00
/doku.php?id=more_on_zanzibar,9,7,00:00:04,1,100.00%,11.11%,$0.00
/doku.php?id=myths_and_their_similarities_between_cultures,9,9,00:00:21,7,85.71%,66.67%,$0.00
/doku.php?id=nature_quest_or_spiritual_quest,9,9,00:00:00,9,100.00%,100.00%,$0.00
/doku.php?id=neutiquam_erro_chapter_7,9,4,00:00:39,0,0.00%,0.00%,$0.00
/doku.php?id=niche_ideas:3._discounts,9,8,00:00:43,2,50.00%,33.33%,$0.00
/doku.php?id=niche_ideas:5._pet_problems,9,4,00:00:46,0,0.00%,0.00%,$0.00
/doku.php?id=not_my_friend_--_a_poem,9,5,00:00:16,0,0.00%,0.00%,$0.00
/doku.php?id=open_source_ecology&do=edit&rev=0,9,1,00:02:38,0,0.00%,0.00%,$0.00
/doku.php?id=osvehicle,9,4,00:02:10,2,50.00%,11.11%,$0.00
/doku.php?id=overpopulation,9,9,00:00:02,5,100.00%,55.56%,$0.00
/doku.php?id=pacifism_ethics_and_crime,9,6,00:01:23,1,0.00%,33.33%,$0.00
/doku.php?id=packaging_requirements_for_fresh_fruits_and_vegetables,9,6,00:00:11,1,100.00%,22.22%,$0.00
/doku.php?id=payday_2&do=edit&rev=0,9,1,00:00:11,0,0.00%,0.00%,$0.00
/doku.php?id=personality_defined,9,5,00:01:14,0,0.00%,11.11%,$0.00
/doku.php?id=philately&do=revisions,9,4,00:00:13,0,0.00%,0.00%,$0.00
/doku.php?id=ponzifying_devtome_my_response&do=revisions,9,4,00:00:06,0,0.00%,0.00%,$0.00
/doku.php?id=psychology_-_diagnostics_and_treatment,9,7,00:03:22,4,100.00%,55.56%,$0.00
/doku.php?id=qatar_world_cup_football_allegations,9,1,00:02:55,0,0.00%,0.00%,$0.00
/doku.php?id=rating_dinkleberg_34,9,7,00:00:12,0,0.00%,11.11%,$0.00
/doku.php?id=rating_fheenix_33,9,8,00:00:09,0,0.00%,0.00%,$0.00
/doku.php?id=reasons_to_tell_the_truth,9,5,00:00:15,0,0.00%,11.11%,$0.00
/doku.php?id=rift_exchange_system,9,7,00:00:03,0,0.00%,0.00%,$0.00
/doku.php?id=robots_zombies_and_the_electric_guitar,9,8,00:01:57,1,0.00%,22.22%,$0.00
/doku.php?id=satoshi_nakamoto-_the_search&do=edit&rev=0,9,1,00:01:02,0,0.00%,0.00%,$0.00
/doku.php?id=scammed,9,8,00:00:22,3,66.67%,44.44%,$0.00
/doku.php?id=search_utility,9,7,00:00:38,1,0.00%,11.11%,$0.00
